"Country.Name","ISO.Code","Quantile","Indicator","Subgroup","X1950.5","X1951.5","X1952.5","X1953.5","X1954.5","X1955.5","X1956.5","X1957.5","X1958.5","X1959.5","X1960.5","X1961.5","X1962.5","X1963.5","X1964.5","X1965.5","X1966.5","X1967.5","X1968.5","X1969.5","X1970.5","X1971.5","X1972.5","X1973.5","X1974.5","X1975.5","X1976.5","X1977.5","X1978.5","X1979.5","X1980.5","X1981.5","X1982.5","X1983.5","X1984.5","X1985.5","X1986.5","X1987.5","X1988.5","X1989.5","X1990.5","X1991.5","X1992.5","X1993.5","X1994.5","X1995.5","X1996.5","X1997.5","X1998.5","X1999.5","X2000.5","X2001.5","X2002.5","X2003.5","X2004.5","X2005.5","X2006.5","X2007.5","X2008.5","X2009.5","X2010.5","X2011.5","X2012.5","X2013.5","X2014.5","X2015.5","X2016.5","X2017.5","X2018.5","X2019.5"
"Antigua & Barbuda","ATG","Median","Under-five Mortality Rate","Total",119.0661296,116.6246404,114.0744049,111.4067416,108.6023343,105.6610113,102.5854103,99.39047965,95.84373284,91.44919587,86.17133424,80.23515168,73.84858588,67.27648401,60.74358374,54.45643183,48.63515894,43.43518285,38.90450227,35.02087818,31.77757787,29.08728196,26.90608424,25.09482186,23.51890888,22.07616529,20.75807837,19.49038075,18.31472719,17.23250887,16.28696614,15.4739397,14.81037228,14.29275167,13.91959216,13.6865529,13.56329461,13.54575633,13.6275567,13.76262935,13.99050981,14.28090319,14.62535401,14.99303599,15.33596427,15.64379756,15.86327495,15.95859081,15.90975295,15.73717154,15.4635703,15.06232972,14.5871382,14.06470722,13.49906468,12.91441741,12.32419794,11.73145829,11.14927633,10.58369139,10.03461735,9.501912066,9.00478047,8.532747377,8.117242818,7.753246711,7.421978691,7.118763126,6.851061256,6.60651583
"Antigua & Barbuda","ATG","Upper","Under-five Mortality Rate","Total",129.4478665,124.294464,120.1121997,116.7911298,113.9685706,110.8329011,107.752939,104.3167025,100.4833335,95.93243904,90.48697264,84.50769976,78.02186773,71.36809179,64.79392891,58.40022066,52.46588361,47.02334373,42.18229476,38.02167495,34.56092545,31.71093928,29.39099608,27.49039608,25.88301188,24.38210874,23.02478127,21.72141062,20.46625046,19.31875043,18.28716902,17.39498251,16.67122225,16.10931311,15.73550458,15.52219264,15.44334728,15.44917521,15.51548168,15.64068679,15.82331017,16.09118825,16.40919188,16.74782665,17.07101028,17.36085586,17.5776559,17.65179422,17.58940172,17.39666611,17.10940749,16.71011185,16.25082916,15.70587471,15.1255923,14.50765979,13.88080873,13.25018284,12.61209142,12.00728156,11.40101174,10.85460575,10.39160457,10.03627353,9.752357091,9.564726261,9.440463625,9.396472691,9.346450755,9.345493113
"Argentina","ARG","Lower","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.49146239,68.89597585,67.98291158,66.40726286,64.70954086,62.79356497,60.51027284,57.69366131,54.14911911,50.04314259,45.8390315,42.03215963,38.70630413,35.83831478,33.44079097,31.47221431,30.02505447,29.0519436,28.53213408,28.39628212,28.32078679,28.09475955,27.58959379,26.81512934,25.84060316,24.72570691,23.65685898,22.62570711,21.65608944,20.7847279,19.97094067,19.2662221,18.61096851,17.96932749,17.34443831,16.74444179,16.2317143,15.78862573,15.39608863,15.04752198,14.64739133,14.17458827,13.62536637,13.03051019,12.43426613,11.82565556,11.2473812,10.68252747,10.10021215,9.465971922,8.805366917
"Argentina","ARG","Median","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.52410507,71.7518897,70.81526329,69.64754004,68.10123232,66.01799489,63.26347657,59.81355805,55.69080754,51.16659275,46.7653228,42.84372275,39.44720653,36.53369239,34.06994964,32.08978749,30.61560753,29.62052188,29.09346028,28.92852666,28.86267297,28.6254363,28.11613866,27.32894663,26.32180206,25.21380692,24.11100436,23.06429372,22.08670578,21.17651262,20.35103072,19.62654089,18.963986,18.31756594,17.67291904,17.06834629,16.53964869,16.08652936,15.69405726,15.33026406,14.93039615,14.44811716,13.88298414,13.27967334,12.66898939,12.06113316,11.46974052,10.89437612,10.32719515,9.777023215,9.261876845
"Argentina","ARG","Upper","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.75033203,74.66674775,73.73877517,73.03558736,71.67587899,69.45938921,66.13844171,62.028638,57.28045093,52.2974476,47.69609657,43.65621467,40.17952148,37.22838948,34.71615468,32.71026608,31.18777099,30.18660213,29.65456733,29.47402863,29.41343577,29.16024958,28.64159001,27.86285731,26.81697686,25.69955939,24.58059802,23.51081971,22.51257966,21.57960499,20.74777315,20.0010356,19.3144457,18.66525599,17.99629533,17.40164834,16.86221253,16.38928628,15.99399528,15.62203379,15.22380963,14.7224468,14.14933544,13.54098957,12.9104736,12.29943048,11.69735424,11.10947969,10.55947376,10.09558566,9.751926068
"Armenia","ARM","Lower","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.45632199,69.70100862,67.84629137,65.98667188,64.01794807,62.1092031,60.04094,57.97474821,55.93388318,53.89905901,51.91230947,49.988521,73.11278911,46.19610749,44.350607,42.46701005,40.62202519,38.76815776,36.99413472,35.31928087,33.64604043,32.06165176,30.54146849,29.04460317,27.58990474,26.18320012,24.82308758,23.50050409,22.19718875,20.96507248,19.79417972,18.67132076,17.60216802,16.60000216,15.6458368,14.73687718,13.88329965,13.06372783,12.26339958,11.49542447,10.76372688,10.05517188,9.369438792,8.755565971
"Armenia","ARM","Median","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.1716799,82.70699198,79.34983338,76.1548677,73.08121447,70.17096315,67.42783811,64.80838483,62.24244895,59.80768335,57.46960707,55.24509089,80.72559238,50.96111835,48.85788236,46.77864077,44.73139192,42.72773578,40.77424148,38.92338614,37.14151816,35.41272468,33.76603816,32.18737114,30.66968742,29.2102923,27.79893428,26.44227123,25.13516602,23.89984675,22.71519695,21.59101637,20.51470848,19.48339106,18.5086353,17.5889345,16.71554141,15.895001,15.12262674,14.38300037,13.68605055,13.00301322,12.3688277,11.7888017
"Armenia","ARM","Upper","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.4685254,97.7051106,92.59631096,87.8945902,83.60381709,79.67594366,76.0247511,72.63017339,69.51956926,66.51723454,63.69327252,61.048125,89.14269517,56.278337,53.8980501,51.65767509,49.46018813,47.25557881,45.12717645,42.98381947,40.97961421,39.03729188,37.16891827,35.45575383,33.80701513,32.17427801,30.61801237,29.16170316,27.79325457,26.50837994,25.28266311,24.14758969,23.10324343,22.1362035,21.23140587,20.36246376,19.56125104,18.82492801,18.11284251,17.45435699,16.80195909,16.22235202,15.67984015,15.2062029
"Australia","AUS","Lower","Under-five Mortality Rate","Total",30.59565247,30.2845987,29.67328289,28.93423047,28.15398009,27.43179467,26.75551535,26.10418536,25.52519201,24.93667389,24.37800292,23.81672634,23.25397535,22.73811937,22.2643463,21.91778105,21.68007888,21.53950517,21.46993439,21.3190473,21.04370365,20.56906291,19.89314669,19.04801594,18.05176421,16.99197399,15.92439865,14.94331697,14.09804372,13.37338925,12.78549904,12.31137078,11.93407306,11.6367855,11.36098609,11.08127378,10.76212928,10.39398514,9.98836863,9.522759716,9.018380716,8.493927607,7.990577847,7.549138164,7.167691719,6.87668801,6.649233725,6.467888261,6.325883481,6.193763533,6.073421709,5.958902591,5.863482876,5.795790687,5.714539746,5.609298767,5.472392494,5.305254391,5.120231702,4.904203709,4.680151887,4.451573728,4.233076591,4.045930126,3.886334079,3.773732374,3.694164041,3.620499665,3.529332268,3.408379151
"Australia","AUS","Median","Under-five Mortality Rate","Total",31.58408705,30.96605966,30.26170098,29.4961936,28.71105843,27.96120548,27.26521607,26.6156689,26.01357207,25.43088734,24.84917396,24.27405758,23.70969711,23.17873015,22.71254662,22.35549302,22.11264456,21.96801837,21.88312772,21.74708728,21.4545504,20.9640912,20.2811348,19.41006675,18.4006535,17.3177003,16.23562212,15.2360311,14.36311052,13.6311531,13.03379009,12.55133232,12.17100285,11.86072211,11.58131785,11.28990695,10.96444389,10.5977881,10.18187434,9.71204615,9.192729424,8.66061454,8.151034581,7.695524988,7.310739202,7.008118669,6.775898137,6.593726562,6.446354717,6.31569518,6.1900537,6.075000363,5.981721662,5.90832769,5.830074306,5.722780081,5.580891898,5.409967848,5.216416858,5.002829187,4.772124303,4.540005812,4.322535436,4.133367603,3.978983533,3.863771604,3.779012947,3.715110376,3.66172662,3.604619296
"Australia","AUS","Upper","Under-five Mortality Rate","Total",32.61699284,31.65795291,30.88437486,30.08816178,29.2918792,28.49398683,27.78294362,27.12367097,26.50028471,25.91530352,25.32863735,24.74185486,24.17690443,23.60502073,23.14325961,22.77966124,22.52984316,22.39145502,22.30024628,22.17167935,21.87028928,21.37741592,20.69105822,19.78385491,18.77095212,17.64861915,16.54876303,15.5406416,14.64554908,13.89543195,13.28179335,12.79477067,12.40828319,12.08666989,11.80303889,11.50182765,11.17344702,10.80652517,10.37994955,9.907122951,9.370644141,8.822021433,8.305556646,7.839090903,7.454599907,7.140244192,6.902337994,6.721152984,6.568781708,6.441724762,6.310936197,6.1954433,6.10300882,6.024481722,5.947306754,5.835084201,5.692155031,5.520674797,5.320162664,5.103488694,4.868626278,4.631625577,4.415294756,4.222373118,4.069202469,3.950850144,3.865124406,3.811853069,3.796944113,3.813060428
"Austria","AUT","Lower","Under-five Mortality Rate","Total",80.56232321,72.10313279,64.60547425,58.85213008,55.02366393,52.40215443,50.4063886,48.72974636,46.7580887,44.52055658,41.9399455,39.36441479,37.13199839,35.11907235,33.47068573,32.06826694,30.82512307,29.85510593,29.05342091,28.66688895,28.44498511,28.12035275,27.49689296,26.31762866,24.6111607,22.57347561,20.59431562,18.97117422,17.65331088,16.68783674,15.90998111,15.16967084,14.44522844,13.69783895,13.00437562,12.31663516,11.58129796,10.84583619,10.16405263,9.68125168,9.270180783,8.822179445,8.320919822,7.746450534,7.153422869,6.580872501,6.102826839,5.771274947,5.540965007,5.403365208,5.312787136,5.224792409,5.13617604,5.018282102,4.874285438,4.710047938,4.565640301,4.457998831,4.360790016,4.273243437,4.167779835,4.0333353,3.889173685,3.738385801,3.628842888,3.549469923,3.465927842,3.350191295,3.19113254,3.009081508
"Austria","AUT","Median","Under-five Mortality Rate","Total",83.48200502,73.82023944,66.12297783,60.26364322,56.22551112,53.52485494,51.53643202,49.75844342,47.83028392,45.46351365,42.81924254,40.23760134,37.92191129,35.90069666,34.19372727,32.74147235,31.51426577,30.46858828,29.71120494,29.29328681,29.05350513,28.73215136,28.08890955,26.91528025,25.13063798,23.0430137,21.05966113,19.39180834,18.06406602,17.05935853,16.25883203,15.51709171,14.76775469,14.02540484,13.31609381,12.61474735,11.88709895,11.13852985,10.46821505,9.950524465,9.526036761,9.081261536,8.556860721,7.975430292,7.364849234,6.796441459,6.327338442,5.984831851,5.749566908,5.60091672,5.504180304,5.424729667,5.330021623,5.208133086,5.05848904,4.894322582,4.752512538,4.638453817,4.543878389,4.447860786,4.340439215,4.2066149,4.052098318,3.905542996,3.790978854,3.707083396,3.645888859,3.592466764,3.537274948,3.472967066
"Austria","AUT","Upper","Under-five Mortality Rate","Total",86.46218814,75.6228127,67.58516726,61.66704306,57.49584257,54.67924019,52.6932122,50.86415179,48.9274428,46.45261229,43.73058091,41.09813503,38.68829931,36.67712638,34.90469499,33.4412824,32.1919621,31.08851357,30.3690449,29.91712386,29.67416973,29.37171851,28.70041979,27.56295665,25.69636243,23.53547724,21.53052929,19.81415279,18.47892451,17.43164007,16.6154868,15.87501824,15.08966473,14.36485228,13.63796731,12.93118426,12.19412336,11.42586769,10.7794789,10.24342247,9.80075954,9.357769441,8.81316164,8.220367509,7.59025933,7.013737916,6.539624266,6.190126791,5.95312819,5.802584235,5.708629545,5.636051751,5.536776933,5.415670447,5.252745064,5.08473879,4.944516302,4.825390041,4.728033338,4.627764983,4.519671293,4.388848849,4.226329085,4.082578635,3.959381504,3.874037816,3.832160956,3.859079743,3.933310557,4.039805921
"Azerbaijan","AZE","Lower","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.09054329,92.33603601,91.62373739,90.49855752,89.12241077,88.06182677,87.19552163,86.54139983,86.20775834,86.43555682,86.8578209,87.1679563,86.72025352,85.45653739,83.20030937,80.04215433,76.17125876,71.64604027,66.48787698,61.40615133,56.41909625,52.04167125,48.11788032,44.75645347,41.78491716,38.82413963,36.14241318,33.44226788,30.93857074,28.53507365,26.16561775,23.95947698,21.81649066,19.78093667,17.79051376,15.92115347,14.45333127,13.10729325
"Azerbaijan","AZE","Median","Under-five Mortality Rate","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.3815637,106.7389614,104.1643091,101.7768069,99.75255428,98.00384764,96.52239133,95.53589674,95.16597144,95.32731086,95.67719447,95.79726598,95.30175028,94.02431526,91.79548826,88.58107352,84.45084021,79.71521734,74.60370287,69.528171,64.62750762,60.0255434,55.94176961,52.20851531,48.88755726,45.77860394,42.86484628,40.07507564,37.41071725,34.96673039,32.60358137,30.37276307,28.30570477,26.33226787,24.55761287,22.97559538,21.60170463,20.43455646
